,Instrument,Name,RIC_XMUN,Ticker_XMUN,RIC_main,Ticker_main,Exchange_main,Cap,Sector
176,US29355A1079,Enphase Energy Inc,E0P.GTX,E0P,ENPH.OQ,ENPH,NASDAQ/NMS (GLOBAL MARKET),38.41974690825,Energy
177,US0533321024,Autozone Inc,AZO.GTX,AZ5,AZO.N,AZO,"NEW YORK STOCK EXCHANGE, INC.",40.58565318136,Consumer Cyclicals
178,US1729081059,Cintas Corp,CTAS.GTX,CIT,CTAS.OQ,CTAS,NASDAQ/NGS (GLOBAL SELECT MARKET),39.67173646341,Industrials
179,US4943681035,Kimberly-Clark Corp,KMB.GTX,KMY,KMB.N,KMB,"NEW YORK STOCK EXCHANGE, INC.",40.75438638448,Consumer Non-Cyclicals
180,US35671D8570,Freeport-McMoRan Inc,FCXb.GTX,FPMB,FCX.N,FCX,"NEW YORK STOCK EXCHANGE, INC.",40.5198134019,Basic Materials
181,US31428X1063,FedEx Corp,FDX.GTX,FDX,FDX.N,FDX,"NEW YORK STOCK EXCHANGE, INC.",40.16612884916,Industrials
182,US0268747849,American International Group Inc,AIG.GTX,AINN,AIG.N,AIG,"NEW YORK STOCK EXCHANGE, INC.",38.94091068303,Financials
183,US8718291078,Sysco Corp,SYY.GTX,SYY,SYY.N,SYY,"NEW YORK STOCK EXCHANGE, INC.",39.16281834134,Consumer Non-Cyclicals
184,US6200763075,Motorola Solutions Inc,MOT.GTX,MTLA,MSI.N,MSI,"NEW YORK STOCK EXCHANGE, INC.",38.72068716654,Technology
185,US49456B1017,Kinder Morgan Inc,2KD.GTX,2KD,KMI.N,KMI,"NEW YORK STOCK EXCHANGE, INC.",39.2044380642,Energy
186,US98389B1008,Xcel Energy Inc,XEL.GTX,NRN,XEL.OQ,XEL,NASDAQ/NGS (GLOBAL SELECT MARKET),39.6295218585,Utilities
187,US48251W1045,KKR & Co Inc,KR51.GTX,KR51,KKR.N,KKR,"NEW YORK STOCK EXCHANGE, INC.",38.78708665884,Financials
188,US22788C1053,CrowdStrike Holdings Inc,45C.GTX,45C,CRWD.OQ,CRWD,NASDAQ/NGS (GLOBAL SELECT MARKET),37.63960768512,Technology
189,US7766961061,Roper Technologies Inc,ROP.GTX,ROP,ROP.N,ROP,"NEW YORK STOCK EXCHANGE, INC.",39.81404124594,Technology
190,US34959E1091,Fortinet Inc,FNT.GTX,FO8,FTNT.OQ,FTNT,NASDAQ/NGS (GLOBAL SELECT MARKET),38.43250213484,Technology
191,US7185461040,Phillips 66,PSX.GTX,R66,PSX.N,PSX,"NEW YORK STOCK EXCHANGE, INC.",39.57607375019,Energy
192,US5738741041,Marvell Technology Inc,9MW.GTX,9MW,MRVL.OQ,MRVL,NASDAQ/NGS (GLOBAL SELECT MARKET),37.105152,Technology
193,US98138H1014,Workday Inc,W7D.GTX,W7D,WDAY.OQ,WDAY,NASDAQ/NGS (GLOBAL SELECT MARKET),38.52544,Technology
194,US7561091049,Realty Income Corp,O.GTX,RY6,O.N,O,"NEW YORK STOCK EXCHANGE, INC.",38.5985909375,Real Estate
195,US9694571004,Williams Companies Inc,WMB.GTX,WMB,WMB.N,WMB,"NEW YORK STOCK EXCHANGE, INC.",37.96939860152,Energy
196,US14040H1059,Capital One Financial Corp,COF.GTX,CFX,COF.N,COF,"NEW YORK STOCK EXCHANGE, INC.",36.641386,Financials
197,US0010551028,Aflac Inc,AFL.GTX,AFL,AFL.N,AFL,"NEW YORK STOCK EXCHANGE, INC.",37.07453976426,Financials
198,US00846U1016,Agilent Technologies Inc,A.GTX,AG8,A.N,A,"NEW YORK STOCK EXCHANGE, INC.",36.8244865023,Healthcare
199,US89417E1091,Travelers Companies Inc,TRVN.GTX,PA9,TRV.N,TRV,"NEW YORK STOCK EXCHANGE, INC.",37.258159683,Financials
200,US3635761097,Arthur J. Gallagher & Co.,AJGH.GTX,GAH,AJG.N,AJG,"NEW YORK STOCK EXCHANGE, INC.",36.28927008,Financials
201,US46266C1053,IQVIA Holdings Inc,QTS.GTX,QTS,IQV.N,IQV,"NEW YORK STOCK EXCHANGE, INC.",35.5521416166,Healthcare
202,US42809H1077,Hess Corp,HES.GTX,AHC,HES.N,HES,"NEW YORK STOCK EXCHANGE, INC.",35.4199452464,Energy
203,US5950171042,Microchip Technology Inc,MCHP.GTX,MCP,MCHP.OQ,MCHP,NASDAQ/NGS (GLOBAL SELECT MARKET),34.97777419552,Technology
204,US55354G1004,MSCI Inc,MSCI.GTX,3HM,MSCI.N,MSCI,"NEW YORK STOCK EXCHANGE, INC.",34.3820006446,Industrials
205,US8522341036,Block Inc,SQ3.GTX,SQ3,SQ.N,SQ,"NEW YORK STOCK EXCHANGE, INC.",33.00953073264,Industrials
206,US84265V1052,Southern Copper Corp,SCCO.GTX,PCU,SCCO.N,SCCO,"NEW YORK STOCK EXCHANGE, INC.",35.22982381233,Basic Materials
207,US0404131064,Arista Networks Inc,117.GTX,117,ANET.N,ANET,"NEW YORK STOCK EXCHANGE, INC.",34.2467655479,Technology
208,US0200021014,Allstate Corp,ALL.GTX,ALS,ALL.N,ALL,"NEW YORK STOCK EXCHANGE, INC.",34.58972639636,Financials
209,US43300A2033,Hilton Worldwide Holdings Inc,HI91.GTX,HI91,HLT.N,HLT,"NEW YORK STOCK EXCHANGE, INC.",32.75540023322,Consumer Cyclicals
210,US0640581007,Bank of New York Mellon Corp,BN9.GTX,BN9,BK.N,BK,"NEW YORK STOCK EXCHANGE, INC.",33.07566491739,Financials
211,US7443201022,Prudential Financial Inc,PUFCX.GTX,PLL,PRU.N,PRU,"NEW YORK STOCK EXCHANGE, INC.",33.84456,Financials
212,US1156371007,Brown-Forman Corp,BF5A.GTX,BF5A,BFa.N,BF.A,"NEW YORK STOCK EXCHANGE, INC.",33.66520208929,Consumer Non-Cyclicals
213,US1156372096,Brown-Forman Corp,BFb.GTX,BF5B,BFb.N,BF.B,"NEW YORK STOCK EXCHANGE, INC.",33.66520208929,Consumer Non-Cyclicals
214,US2091151041,Consolidated Edison Inc,ED.GTX,EDC,ED.N,ED,"NEW YORK STOCK EXCHANGE, INC.",34.18880473212,Utilities
215,US6516391066,Newmont Corporation,NMMG.GTX,NMM,NEM.N,NEM,"NEW YORK STOCK EXCHANGE, INC.",33.7314206125,Basic Materials
216,US37940X1028,Global Payments Inc,GPN.GTX,GLO,GPN.N,GPN,"NEW YORK STOCK EXCHANGE, INC.",32.17583966792,Industrials
217,US0126531013,Albemarle Corp,ALLE.GTX,AMC,ALB.N,ALB,"NEW YORK STOCK EXCHANGE, INC.",31.87659285045,Basic Materials
218,US7010941042,Parker-Hannifin Corp,PH.GTX,PAR,PH.N,PH,"NEW YORK STOCK EXCHANGE, INC.",32.15596253871,Industrials
219,US2521311074,Dexcom Inc,DXCM.GTX,DC4,DXCM.OQ,DXCM,NASDAQ/NGS (GLOBAL SELECT MARKET),31.78342058496,Healthcare
220,US2855121099,Electronic Arts Inc,ERTS.GTX,ERT,EA.OQ,EA,NASDAQ/NGS (GLOBAL SELECT MARKET),32.6480820615,Technology
221,US55261F1049,M&T Bank Corp,MTBU.GTX,MTZ,MTB.N,MTB,"NEW YORK STOCK EXCHANGE, INC.",32.1724858992,Financials
222,US5010441013,Kroger Co,KR.GTX,KOG,KR.N,KR,"NEW YORK STOCK EXCHANGE, INC.",32.5691875145,Consumer Non-Cyclicals
223,US78410G1040,SBA Communications Corp,4SB.GTX,4SB,SBAC.OQ,SBAC,NASDAQ/NGS (GLOBAL SELECT MARKET),31.85539590447,Real Estate
224,US2605571031,Dow Inc,2OY.GTX,2OY,DOW.N,DOW,"NEW YORK STOCK EXCHANGE, INC.",32.15235794529,Basic Materials
225,US7445731067,Public Service Enterprise Group Inc,PEG.GTX,PSE,PEG.N,PEG,"NEW YORK STOCK EXCHANGE, INC.",31.91208321977,Utilities
226,US9884981013,Yum! Brands Inc,YUM.GTX,TGR,YUM.N,YUM,"NEW YORK STOCK EXCHANGE, INC.",31.52446069446,Consumer Cyclicals
227,US95040Q1040,Welltower Inc,HCW.GTX,HCW,WELL.N,WELL,"NEW YORK STOCK EXCHANGE, INC.",31.62497540475,Real Estate
228,US7611521078,Resmed Inc,RMD.GTX,RME,RMD.N,RMD,"NEW YORK STOCK EXCHANGE, INC.",31.28955418989,Healthcare
229,US2567461080,Dollar Tree Inc,DLTR.GTX,DT3,DLTR.OQ,DLTR,NASDAQ/NGS (GLOBAL SELECT MARKET),31.20113733345,Consumer Cyclicals
230,US90184L1026,Twitter Inc,TWTR.GTX,TWR,TWTR.N,TWTR,"NEW YORK STOCK EXCHANGE, INC.",31.6811906928,Technology
231,US14448C1045,Carrier Global Corp,4PN.GTX,4PN,CARR.N,CARR,"NEW YORK STOCK EXCHANGE, INC.",30.4653211072,Industrials
232,US92939U1060,WEC Energy Group Inc,WICG.GTX,WIC,WEC.N,WEC,"NEW YORK STOCK EXCHANGE, INC.",31.59076827965,Utilities
233,US8288061091,Simon Property Group Inc,SIPG.GTX,SQI,SPG.N,SPG,"NEW YORK STOCK EXCHANGE, INC.",30.17601871306,Real Estate
234,US2538681030,Digital Realty Trust Inc,DLR.GTX,FQI,DLR.N,DLR,"NEW YORK STOCK EXCHANGE, INC.",30.87047630922,Real Estate
235,US4523271090,Illumina Inc,ILMN.GTX,ILU,ILMN.OQ,ILMN,NASDAQ/NGS (GLOBAL SELECT MARKET),30.397279,Healthcare
236,US1924461023,Cognizant Technology Solutions Corp,CTSH.GTX,COZ,CTSH.OQ,CTSH,NASDAQ/NGS (GLOBAL SELECT MARKET),30.9635386346,Technology
237,US9256521090,VICI Properties Inc,1KN.GTX,1KN,VICI.N,VICI,"NEW YORK STOCK EXCHANGE, INC.",30.32781192176,Real Estate
238,US7782961038,Ross Stores Inc,ROST.GTX,RSO,ROST.OQ,ROST,NASDAQ/NGS (GLOBAL SELECT MARKET),30.05216811177,Consumer Cyclicals
239,KYG393871085,Globalfoundries Inc,76J.GTX,76J,GFS.OQ,GFS,NASDAQ/NGS (GLOBAL SELECT MARKET),29.63219012,Technology
240,US03769M1062,Apollo Global Management Inc,N7I.GTX,N7I,APO.N,APO,"NEW YORK STOCK EXCHANGE, INC.",29.48829227889,Financials
241,US88339J1051,Trade Desk Inc,TT8.GTX,TT8,TTD.OQ,TTD,NASDAQ/NMS (GLOBAL MARKET),28.92426150704,Technology
242,US23804L1035,Datadog Inc,3QD.GTX,3QD,DDOG.OQ,DDOG,NASDAQ/NGS (GLOBAL SELECT MARKET),28.30290224528,Technology
243,US6937181088,Paccar Inc,PCAR.GTX,PAE,PCAR.OQ,PCAR,NASDAQ/NGS (GLOBAL SELECT MARKET),29.5213211958,Industrials
244,US2310211063,Cummins Inc,CUM.GTX,CUM,CMI.N,CMI,"NEW YORK STOCK EXCHANGE, INC.",29.19105055392,Consumer Cyclicals
245,US9344231041,Warner Bros Discovery Inc,J5A.GTX,J5A,WBD.OQ,WBD,NASDAQ/NGS (GLOBAL SELECT MARKET),29.15539026061,Consumer Cyclicals
246,US6821891057,ON Semiconductor Corp,ONNN.GTX,XS4,ON.OQ,ON,NASDAQ/NGS (GLOBAL SELECT MARKET),28.14303641408,Technology
247,US09062X1037,Biogen Inc,BIIB.GTX,IDP,BIIB.OQ,BIIB,NASDAQ/NGS (GLOBAL SELECT MARKET),29.38120284806,Healthcare
248,US03076C1062,Ameriprise Financial Inc,A4S.GTX,A4S,AMP.N,AMP,"NEW YORK STOCK EXCHANGE, INC.",28.60761725856,Financials
249,US22160N1090,CoStar Group Inc,CSGP.GTX,RLG,CSGP.OQ,CSGP,NASDAQ/NGS (GLOBAL SELECT MARKET),28.499321838,Technology
250,US49338L1035,Keysight Technologies Inc,1KT.GTX,1KT,KEYS.N,KEYS,"NEW YORK STOCK EXCHANGE, INC.",28.37675680525,Industrials
251,US6703461052,Nucor Corp,NUE.GTX,NUO,NUE.N,NUE,"NEW YORK STOCK EXCHANGE, INC.",28.49534394665,Basic Materials
252,US9314271084,Walgreens Boots Alliance Inc,W8A.GTX,W8A,WBA.OQ,WBA,NASDAQ/NGS (GLOBAL SELECT MARKET),28.79703161132,Consumer Non-Cyclicals
253,US03073E1055,Amerisourcebergen Corp,ABEC.GTX,ABG,ABC.N,ABC,"NEW YORK STOCK EXCHANGE, INC.",29.01820546092,Healthcare
254,US6311031081,Nasdaq Inc,NDAQ.GTX,NAQ,NDAQ.OQ,NDAQ,NASDAQ/NGS (GLOBAL SELECT MARKET),28.1963851428,Financials
255,US21037T1097,Constellation Energy Corp,E7S.GTX,E7S,CEG.OQ,CEG,NASDAQ/NGS (GLOBAL SELECT MARKET),27.90604812804,Utilities
256,US92345Y1064,Verisk Analytics Inc,VA7A.GTX,VA7A,VRSK.OQ,VRSK,NASDAQ/NGS (GLOBAL SELECT MARKET),27.4774097223,Technology
257,US45841N1072,Interactive Brokers Group Inc,IBKR.GTX,KY6,IBKR.OQ,IBKR,NASDAQ/NGS (GLOBAL SELECT MARKET),27.8913631698,Financials
258,US5312294094,Liberty Media Corp,LM03.GTX,LM03,LSXMA.OQ,LSXMA,NASDAQ/NGS (GLOBAL SELECT MARKET),27.98571614183,Consumer Cyclicals
259,US5312298707,Liberty Media Corp,LM05.GTX,LM05,FWONA.OQ,FWONA,NASDAQ/NGS (GLOBAL SELECT MARKET),27.98571614183,Consumer Cyclicals
260,US68902V1070,Otis Worldwide Corp,4PG.GTX,4PG,OTIS.N,OTIS,"NEW YORK STOCK EXCHANGE, INC.",27.5041591363,Industrials
261,US6795801009,Old Dominion Freight Line Inc,ODFL.GTX,ODF,ODFL.OQ,ODFL,NASDAQ/NGS (GLOBAL SELECT MARKET),27.31529932812,Industrials
262,US5178341070,Las Vegas Sands Corp,LVS.GTX,LCR,LVS.N,LVS,"NEW YORK STOCK EXCHANGE, INC.",26.96706809849,Consumer Cyclicals
263,US0718131099,Baxter International Inc,BAX.GTX,BTL,BAX.N,BAX,"NEW YORK STOCK EXCHANGE, INC.",27.88492567714,Healthcare
264,US45168D1046,IDEXX Laboratories Inc,IDXX.GTX,IX1,IDXX.OQ,IDXX,NASDAQ/NGS (GLOBAL SELECT MARKET),27.1473681264,Healthcare
265,US3119001044,Fastenal Co,FAST.GTX,FAS,FAST.OQ,FAST,NASDAQ/NGS (GLOBAL SELECT MARKET),27.34896394923,Industrials
266,US0311001004,AMETEK Inc,AME.GTX,AK1,AME.N,AME,"NEW YORK STOCK EXCHANGE, INC.",26.51859128116,Industrials
267,US24703L2025,Dell Technologies Inc,12DA.GTX,12DA,DELL.N,DELL,"NEW YORK STOCK EXCHANGE, INC.",26.59178818324,Technology
268,US2547091080,Discover Financial Services,DFS.GTX,DC7,DFS.N,DFS,"NEW YORK STOCK EXCHANGE, INC.",25.94307950064,Financials
269,US7739031091,Rockwell Automation Inc,RWL.GTX,RWL,ROK.N,ROK,"NEW YORK STOCK EXCHANGE, INC.",25.9729596,Industrials
270,US6935061076,PPG Industries Inc,PPG.GTX,PPQ,PPG.N,PPG,"NEW YORK STOCK EXCHANGE, INC.",26.30090587424,Basic Materials
271,US26614N1028,Dupont De Nemours Inc,6D81.GTX,6D81,DD.N,DD,"NEW YORK STOCK EXCHANGE, INC.",26.29234141337,Basic Materials
272,US0534841012,Avalonbay Communities Inc,AVB.GTX,WV8,AVB.N,AVB,"NEW YORK STOCK EXCHANGE, INC.",26.35533217856,Real Estate
273,US3848021040,WW Grainger Inc,GWW.GTX,GWW,GWW.N,GWW,"NEW YORK STOCK EXCHANGE, INC.",25.6512913668,Industrials
274,US2193501051,Corning Inc,GLW.GTX,GLW,GLW.N,GLW,"NEW YORK STOCK EXCHANGE, INC.",25.96817338368,Technology
275,US0304201033,American Water Works Company Inc,AWK.GTX,AWC,AWK.N,AWK,"NEW YORK STOCK EXCHANGE, INC.",25.95729047967,Utilities
276,US40434L1052,HP Inc,7HP.GTX,7HP,HPQ.N,HPQ,"NEW YORK STOCK EXCHANGE, INC.",25.86268729359,Technology
277,US6826801036,ONEOK Inc,OKE.GTX,ONK,OKE.N,OKE,"NEW YORK STOCK EXCHANGE, INC.",25.74820151974,Energy
278,US5926881054,Mettler-Toledo International Inc,MTD.GTX,MTO,MTD.N,MTD,"NEW YORK STOCK EXCHANGE, INC.",25.5569308533,Technology
279,US81181C1045,Seagen Inc,SGTG.GTX,SGT,SGEN.OQ,SGEN,NASDAQ/NGS (GLOBAL SELECT MARKET),25.9224033408,Healthcare
280,US9224751084,Veeva Systems Inc,VEE.GTX,VEE,VEEV.N,VEEV,"NEW YORK STOCK EXCHANGE, INC.",25.29223671232,Healthcare
281,US29476L1070,Equity Residential,EQR.GTX,EQR,EQR.N,EQR,"NEW YORK STOCK EXCHANGE, INC.",25.8919810184,Real Estate
282,US9024941034,Tyson Foods Inc,TSNa.GTX,TF7A,TSN.N,TSN,"NEW YORK STOCK EXCHANGE, INC.",25.53713634825,Consumer Non-Cyclicals
283,US2172041061,Copart Inc,CPRT.GTX,CO6,CPRT.OQ,CPRT,NASDAQ/NGS (GLOBAL SELECT MARKET),24.97463428608,Consumer Cyclicals
284,US4404521001,Hormel Foods Corp,HRL.GTX,HO7,HRL.N,HRL,"NEW YORK STOCK EXCHANGE, INC.",25.6985972682,Consumer Non-Cyclicals
285,US4595061015,International Flavors & Fragrances Inc,IFF.GTX,IFF,IFF.N,IFF,"NEW YORK STOCK EXCHANGE, INC.",24.8981323211,Consumer Non-Cyclicals
286,US2810201077,Edison International,EIX.GTX,EIX,EIX.N,EIX,"NEW YORK STOCK EXCHANGE, INC.",25.098224613,Utilities
287,US2120151012,Continental Resources Inc,CLR.GTX,C5L,CLR.N,CLR,"NEW YORK STOCK EXCHANGE, INC.",24.64050869456,Energy
288,US8574771031,State Street Corp,STT.GTX,ZYA,STT.N,STT,"NEW YORK STOCK EXCHANGE, INC.",24.29228724272,Financials
289,US74144T1088,T Rowe Price Group Inc,TROW.GTX,TR1,TROW.OQ,TROW,NASDAQ/NGS (GLOBAL SELECT MARKET),24.30924557501,Financials
290,US4878361082,Kellogg Co,K.GTX,KEL,K.N,K,"NEW YORK STOCK EXCHANGE, INC.",25.03572492295,Consumer Non-Cyclicals
291,US23331A1097,D R Horton Inc,DHI.GTX,HO2,DHI.N,DHI,"NEW YORK STOCK EXCHANGE, INC.",24.65381150265,Consumer Cyclicals
292,US02043Q1076,Alnylam Pharmaceuticals Inc,ALNY.GTX,DUL,ALNY.OQ,ALNY,NASDAQ/NGS (GLOBAL SELECT MARKET),24.33058377489,Healthcare
293,GB00BMVP7Y09,Royalty Pharma PLC,RPDG.GTX,RPD,RPRX.OQ,RPRX,NASDAQ/NGS (GLOBAL SELECT MARKET),24.93245192714,Healthcare
294,US98980G1022,Zscaler Inc,0ZC.GTX,0ZC,ZS.OQ,ZS,NASDAQ/NGS (GLOBAL SELECT MARKET),23.25461244928,Technology
295,US4062161017,Halliburton Co,HAL.GTX,HAL,HAL.N,HAL,"NEW YORK STOCK EXCHANGE, INC.",24.41494139052,Energy
296,US2333311072,DTE Energy Co,DGY.GTX,DGY,DTE.N,DTE,"NEW YORK STOCK EXCHANGE, INC.",24.5231509804,Utilities
297,US30225T1025,Extra Space Storage Inc,EXRS.GTX,FG8,EXR.N,EXR,"NEW YORK STOCK EXCHANGE, INC.",23.367650282,Real Estate
298,US3167731005,Fifth Third Bancorp,FITB.GTX,FFH,FITB.OQ,FITB,NASDAQ/NGS (GLOBAL SELECT MARKET),22.78835488908,Financials
299,US05722G1004,Baker Hughes Co,68V.GTX,68V,BKR.OQ,BKR,NASDAQ/NGS (GLOBAL SELECT MARKET),23.40078679931,Energy
300,US12504L1098,CBRE Group Inc,RF6.GTX,RF6,CBRE.N,CBRE,"NEW YORK STOCK EXCHANGE, INC.",23.188580495,Real Estate
301,US3379321074,FirstEnergy Corp,FE.GTX,FE7,FE.N,FE,"NEW YORK STOCK EXCHANGE, INC.",23.13579508965,Utilities
302,US0236081024,Ameren Corp,AEE.GTX,AE4,AEE.N,AEE,"NEW YORK STOCK EXCHANGE, INC.",23.35928639805,Utilities
303,US98956P1021,Zimmer Biomet Holdings Inc,ZMRHV.GTX,ZIM,ZBH.N,ZBH,"NEW YORK STOCK EXCHANGE, INC.",22.66260937948,Healthcare
304,US7547301090,Raymond James Financial Inc,RJF.GTX,RJF,RJF.N,RJF,"NEW YORK STOCK EXCHANGE, INC.",22.75227076206,Financials
305,US0152711091,Alexandria Real Estate Equities Inc,A6W.GTX,A6W,ARE.N,ARE,"NEW YORK STOCK EXCHANGE, INC.",23.18131938651,Real Estate
306,US29364G1031,Entergy Corp,ETR.GTX,ETY,ETR.N,ETR,"NEW YORK STOCK EXCHANGE, INC.",23.1733779904,Utilities
307,US82968B1035,Sirius XM Holdings Inc,RDO.GTX,RDO,SIRI.OQ,SIRI,NASDAQ/NGS (GLOBAL SELECT MARKET),22.85907405324,Consumer Cyclicals
308,US25278X1090,Diamondback Energy Inc,7DB.GTX,7DB,FANG.OQ,FANG,NASDAQ/NGS (GLOBAL SELECT MARKET),22.50400785894,Energy
309,US1270971039,Coterra Energy Inc,COG.GTX,XCQ,CTRA.N,CTRA,"NEW YORK STOCK EXCHANGE, INC.",22.30848876308,Energy
310,US3666511072,Gartner Inc,GART.GTX,GGRA,IT.N,IT,"NEW YORK STOCK EXCHANGE, INC.",22.1542011099,Technology
311,US98980L1017,Zoom Video Communications Inc,5ZM.GTX,5ZM,ZM.OQ,ZM,NASDAQ/NGS (GLOBAL SELECT MARKET),22.18646866106,Technology
312,US12514G1085,CDW Corp,CDW.GTX,CDW,CDW.OQ,CDW,NASDAQ/NGS (GLOBAL SELECT MARKET),21.99595957776,Technology
313,US9621661043,Weyerhaeuser Co,WY.GTX,WHC,WY.N,WY,"NEW YORK STOCK EXCHANGE, INC.",21.77266415,Real Estate
314,US34959J1088,Fortive Corp,F03.GTX,F03,FTV.N,FTV,"NEW YORK STOCK EXCHANGE, INC.",21.65839227848,Industrials
315,US29414B1044,Epam Systems Inc,E3M.GTX,E3M,EPAM.N,EPAM,"NEW YORK STOCK EXCHANGE, INC.",21.05728958992,Technology
316,US25809K1051,DoorDash Inc,DD2G.GTX,DD2,DASH.N,DASH,"NEW YORK STOCK EXCHANGE, INC.",20.848326318,Technology
317,US3724601055,Genuine Parts Co,GPC.GTX,GPT,GPC.N,GPC,"NEW YORK STOCK EXCHANGE, INC.",21.82562389536,Consumer Cyclicals
318,US2944291051,Equifax Inc,EFX.GTX,EFX,EFX.N,EFX,"NEW YORK STOCK EXCHANGE, INC.",21.08833373151,Industrials
319,US5260571048,Lennar Corp,LEN.GTX,LNN,LEN.N,LEN,"NEW YORK STOCK EXCHANGE, INC.",21.96291798092,Consumer Cyclicals
320,US2786421030,eBay Inc,EBAY.GTX,EBA,EBAY.OQ,EBAY,NASDAQ/NGS (GLOBAL SELECT MARKET),21.0407880805,Technology
321,US9291601097,Vulcan Materials Co,VMC.GTX,VMC,VMC.N,VMC,"NEW YORK STOCK EXCHANGE, INC.",21.12593787328,Basic Materials
322,US78486Q1013,SVB Financial Group,SIVB.GTX,SV4,SIVB.OQ,SIVB,NASDAQ/NGS (GLOBAL SELECT MARKET),20.23982522385,Financials
323,US8923561067,Tractor Supply Co,TRCT.GTX,TR4,TSCO.OQ,TSCO,NASDAQ/NGS (GLOBAL SELECT MARKET),20.91352658008,Consumer Cyclicals
324,US90384S3031,Ulta Beauty Inc,ULTA.GTX,34U,ULTA.OQ,ULTA,NASDAQ/NGS (GLOBAL SELECT MARKET),20.57413910166,Consumer Cyclicals
325,US69351T1060,PPL Corp,PPL.GTX,PP9,PPL.N,PPL,"NEW YORK STOCK EXCHANGE, INC.",20.89292374422,Utilities
326,US5797802064,McCormick & Company Inc,MCCRn.GTX,MCX,MKC.N,MKC,"NEW YORK STOCK EXCHANGE, INC.",20.58064793725,Consumer Non-Cyclicals
327,US5797801074,McCormick & Company Inc,MCX0.GTX,MCX0,MKCv.N,MKC.V,"NEW YORK STOCK EXCHANGE, INC.",20.58064793725,Consumer Non-Cyclicals
328,US70432V1026,Paycom Software Inc,0PY.GTX,0PY,PAYC.N,PAYC,"NEW YORK STOCK EXCHANGE, INC.",19.71625426408,Technology
329,US5732841060,Martin Marietta Materials Inc,MLMT.GTX,MMX,MLM.N,MLM,"NEW YORK STOCK EXCHANGE, INC.",20.440005678,Basic Materials
330,US03662Q1058,ANSYS Inc,ANSS.GTX,AKX,ANSS.OQ,ANSS,NASDAQ/NGS (GLOBAL SELECT MARKET),20.2034130266,Technology
331,US7591EP1005,Regions Financial Corp,RF.GTX,RN7,RF.N,RF,"NEW YORK STOCK EXCHANGE, INC.",19.91198568575,Financials
332,US4165151048,Hartford Financial Services Group Inc,HIG.GTX,HFF,HIG.N,HIG,"NEW YORK STOCK EXCHANGE, INC.",20.16085296342,Financials
333,US1252691001,CF Industries Holdings Inc,CF.GTX,C4F,CF.N,CF,"NEW YORK STOCK EXCHANGE, INC.",20.23092211855,Basic Materials
334,US8447411088,Southwest Airlines Co,LUV.GTX,SWN,LUV.N,LUV,"NEW YORK STOCK EXCHANGE, INC.",19.580555313,Industrials
335,US18915M1071,Cloudflare Inc,8CF.GTX,8CF,NET.N,NET,"NEW YORK STOCK EXCHANGE, INC.",18.6390456834,Technology
336,US2473617023,Delta Air Lines Inc,DEL.GTX,OYC,DAL.N,DAL,"NEW YORK STOCK EXCHANGE, INC.",19.21028962328,Industrials
337,US2644115055,Duke Realty Corp,DRE.GTX,DUR,DRE.N,DRE,"NEW YORK STOCK EXCHANGE, INC.",19.79632545672,Real Estate
338,US9113631090,United Rentals Inc,URI.GTX,UR3,URI.N,URI,"NEW YORK STOCK EXCHANGE, INC.",19.12490069355,Industrials
339,US4461501045,Huntington Bancshares Inc,HBAN.GTX,HU3,HBAN.OQ,HBAN,NASDAQ/NGS (GLOBAL SELECT MARKET),19.33982615304,Financials
340,US8740541094,Take-Two Interactive Software Inc,TTWO.GTX,TKE,TTWO.OQ,TTWO,NASDAQ/NGS (GLOBAL SELECT MARKET),19.12609080326,Consumer Cyclicals
341,US74762E1029,Quanta Services Inc,PWR.GTX,QAA,PWR.N,PWR,"NEW YORK STOCK EXCHANGE, INC.",19.40964549447,Industrials
342,US60855R1005,Molina Healthcare Inc,MHC.GTX,MHG,MOH.N,MOH,"NEW YORK STOCK EXCHANGE, INC.",19.144531,Healthcare
343,US1258961002,CMS Energy Corp,CMSE.GTX,CSG,CMS.N,CMS,"NEW YORK STOCK EXCHANGE, INC.",19.0890662391,Utilities
344,US9553061055,West Pharmaceutical Services Inc,WST.GTX,WPS,WST.N,WST,"NEW YORK STOCK EXCHANGE, INC.",18.74228598957,Healthcare
345,US6658591044,Northern Trust Corp,NTRS.GTX,NT4,NTRS.OQ,NTRS,NASDAQ/NGS (GLOBAL SELECT MARKET),18.64855263,Financials
346,US92343E1029,Verisign Inc,VRSN.GTX,VRS,VRSN.OQ,VRSN,NASDAQ/NGS (GLOBAL SELECT MARKET),18.7359459068,Technology
347,US74251V1026,Principal Financial Group Inc,PFGF.GTX,PG4,PFG.OQ,PFG,NASDAQ/NGS (GLOBAL SELECT MARKET),18.7974798057,Financials
348,US6098391054,Monolithic Power Systems Inc,MPWR.GTX,NQG,MPWR.OQ,MPWR,NASDAQ/NGS (GLOBAL SELECT MARKET),17.85982919,Technology
349,US05351W1036,Avangrid Inc,12A.GTX,12A,AGR.N,AGR,"NEW YORK STOCK EXCHANGE, INC.",18.05921783001,Utilities
350,US11133T1034,Broadridge Financial Solutions Inc,BR.GTX,5B9,BR.N,BR,"NEW YORK STOCK EXCHANGE, INC.",18.43641632196,Industrials
351,US5380341090,Live Nation Entertainment Inc,LYV.GTX,3LN,LYV.N,LYV,"NEW YORK STOCK EXCHANGE, INC.",17.81821684604,Consumer Cyclicals
